#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 270.95 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5mm_SINGLE_LAYER"
-0.010180781 0.914399981 0.010703453
-0.008887566 0.914399981 0.014831836
-0.006968167 0.914399981 0.018409253
-0.004365858 0.914399981 0.021569672
-0.001039225 0.914399981 0.024401662
0.003238692 0.914399981 0.026736052
0.007409246 0.914399981 0.027556677
0.008375593 0.914399981 0.027746821
0.012991225 0.914399982 0.027657864
0.017092063 0.914399981 0.027367404
0.020978448 0.914399982 0.027258462
0.024818626 0.914399982 0.027373960
0.028653062 0.914399981 0.027655616
0.032482630 0.914399982 0.028048762
0.036310200 0.914399982 0.028483064
0.040134840 0.914399982 0.028939605
0.043960436 0.914399982 0.029382403
0.047786733 0.914399982 0.029811157
0.051616265 0.914399982 0.030204244
0.055448633 0.914399982 0.030563196
0.059283470 0.914399982 0.030890691
0.063120636 0.914399982 0.031187294
0.066960380 0.914399982 0.031447003
0.070802153 0.914399982 0.031673614
0.074645600 0.914399982 0.031869203
0.078490471 0.914399982 0.032034285
0.082336527 0.914399982 0.032168973
0.086183479 0.914399982 0.032275000
0.090031083 0.914399982 0.032353903
0.093739125 0.914399982 0.032405429
0.097632831 0.914399982 0.032435060
0.101721338 0.914399982 0.032440394
0.106014220 0.914399982 0.032418942
0.110521516 0.914399982 0.032368049
0.115253743 0.914399982 0.032284626
0.120221934 0.914399982 0.032165910
0.125437650 0.914399982 0.032008483
0.130913010 0.914399982 0.031808935
0.136660722 0.914399982 0.031563619
0.142694100 0.914399982 0.031268476
0.149027117 0.914399982 0.030919557
0.155674407 0.914399982 0.030512309
0.162651330 0.914399982 0.030042227
0.169973981 0.914399982 0.029504368
0.177659248 0.914399982 0.028893625
0.185724831 0.914399982 0.028204468
0.193999530 0.914399982 0.027449221
0.202269935 0.914399982 0.026648333
0.210536063 0.914399982 0.025804430
0.218797938 0.914399982 0.024919871
0.227055626 0.914399982 0.023997029
0.235309181 0.914399982 0.023037936
0.243558680 0.914399982 0.022044558
0.251804195 0.914399982 0.021018636
0.260045813 0.914399982 0.019961862
0.268283610 0.914399982 0.018875705
0.276517677 0.914399982 0.017761626
0.284748098 0.914399982 0.016620920
0.292974959 0.914399982 0.015454819
0.301198338 0.914399982 0.014264413
0.309418317 0.914399982 0.013050745
0.317634965 0.914399982 0.011814732
0.325848355 0.914399982 0.010557254
0.334058549 0.914399982 0.009279066
0.342265601 0.914399982 0.007980865
0.350469563 0.914399982 0.006663275
0.358670469 0.914399982 0.005326797
0.366868383 0.914399982 0.003972088
0.375063331 0.914399982 0.002599550
0.383255303 0.914399982 0.001209359
0.391444334 0.914399982 -0.000198051
0.399630435 0.914399982 -0.001622408
0.407813580 0.914399982 -0.003063644
0.415993765 0.914399982 -0.004521591
0.424170975 0.914399982 -0.005996133
0.432345163 0.914399982 -0.007487337
0.440516288 0.914399982 -0.008995231
0.448684299 0.914399982 -0.010519905
0.456849139 0.914399982 -0.012061472
0.465010719 0.914399982 -0.013620205
0.473168955 0.914399982 -0.015196342
0.481323742 0.914399982 -0.016790233
0.489474987 0.914399982 -0.018402141
0.497622563 0.914399982 -0.020032490
0.505766316 0.914399982 -0.021681826
0.513906132 0.914399982 -0.023350492
0.521312449 0.914399982 -0.024886941
0.525939620 0.914399982 -0.025855751
0.528830870 0.914399982 -0.026464739
0.530637620 0.914399982 -0.026846690
0.531766728 0.914399982 -0.027085933
0.532472385 0.914399982 -0.027235629

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5mm_FINAL_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p5mm_FINAL_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p5mm_FINAL_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p5mm_FINAL_LAYER"
-999 -999 -999
